Daniel y Cecilia;Description unavailable;https://www.imdb.com/title/tt0286352/;['Drama', 'Romance'];No Rating;Total Rating Count N/A;Unknown;
Cándido Pérez, Dr.;Description unavailable;https://www.imdb.com/title/tt0286351/;Comedy;7.0;30;Unknown;
Underbelly;Description unavailable;https://www.imdb.com/title/tt0286257/;Genre Unknown;6.6;16;1992-02-17;
Walking with Beasts;Walking with Beasts is a TV mini-series starring Kenneth Branagh, Stockard Channing, and Larry Agenbroad. Using the latest digital technology, the era between the dinosaurs and man is superbly recreated by the BBC and Discovery...;https://www.imdb.com/title/tt0286285/;['Animation', 'Documentary'];8.3;2652;2001-11-15;
Shen diao xia lu;Description unavailable;https://www.imdb.com/title/tt0286088/;Genre Unknown;5.2;46;Unknown;
Prigioniera di una vendetta;Prigioniera di una vendetta is a TV mini-series starring Mireille Darc, Jean Sorel, and Charles Aznavour. Laura is a photographer by profession, she is married to Roland, a doctor, and they have a son. Then Roland dies in a car...;https://www.imdb.com/title/tt0285939/;['Adventure', 'Thriller'];5.4;60;1993-12-18;
Ciné si;Description unavailable;https://www.imdb.com/title/tt0285943/;['Animation', 'Fantasy'];7.1;14;1989-04-03;
Mr. Squiggle and Friends;Mr. Squiggle and Friends is a TV series starring Norman Hetherington, Rebecca Hetherington, and Roxanne Kimmorley. Mr. Squiggle is a marionette with a pencil for a nose, who visits his friends from his home at 93 Crater Crescent on...;https://www.imdb.com/title/tt0285751/;['Adventure', 'Family', 'Fantasy', 'Sci-Fi'];8.3;121;1959-07-01;
The Monday Dump;Description unavailable;https://www.imdb.com/title/tt0285738/;Comedy;8.0;11;2001-04-23;
Der kleine Mönch;Der kleine Mönch is a TV series starring Dirk Bach, Peter Schiff, and Johannes Rotter. The little monk is a television series of the genre Kriminalkomödie produced for the ZDF which was broadcasted for the first time in January 2002.;https://www.imdb.com/title/tt0285657/;['Comedy', 'Crime'];6.1;34;2002-01-08;
Loin des yeux;Description unavailable;https://www.imdb.com/title/tt0285679/;['Adventure', 'Romance'];5.0;9;1996-01-12;
Makyû senjô;Makyû senjô is a TV series starring Kazuki Yao, Yuri Amano, and Arisa Andô. A expert computer hacker is on the run after trying to find information on a mysterious girl but instead stumbles upon a government experiment. Now he must...;https://www.imdb.com/title/tt0285506/;['Animation', 'Action', 'Adventure', 'Sci-Fi'];4.9;28;1991-03-22;
My Guide to Becoming a Rock Star;My Guide to Becoming a Rock Star is a TV series starring Oliver Hudson, Kevin Rankin, and Lauren Hodges. Inspired by the hit British TV series, this satire centers on the struggling rock band "Slip Dog" and their search for fame.;https://www.imdb.com/title/tt0285416/;['Comedy', 'Drama'];7.8;64;2002-03-14;
Woof! It's a Dog's Life with Matthew Margolis;Description unavailable;https://www.imdb.com/title/tt0285415/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
The Weakest Link;The Weakest Link is a TV series starring Eamon Dunphy. Irish version of the British elimination quiz show.;https://www.imdb.com/title/tt0285413/;Game-Show;6.1;8;Unknown;
De ware vrienden;Description unavailable;https://www.imdb.com/title/tt0285412/;['Comedy', 'Drama'];No Rating;Total Rating Count N/A;1993-04-11;
Värmland Classic Festival;Description unavailable;https://www.imdb.com/title/tt0285411/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Victoria Wood;Victoria Wood is a TV series starring Victoria Wood, Lill Roughley, and Julie Walters. A series of six self-contained comedy playlets written by and starring Victoria Wood.;https://www.imdb.com/title/tt0285410/;Comedy;7.5;189;1989-11-16;
Under the Hammer;Description unavailable;https://www.imdb.com/title/tt0285409/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
To Tell the Truth;To Tell the Truth is a TV series starring Burton Richardson, Kitty Carlisle, and Lynn Swann. Fourth version of the verenable game show, where a celebrity panel must decide who, among three possible contestants, is the actual person...;https://www.imdb.com/title/tt0285408/;Family;7.3;23;1990-09-03;
The Timberwood Tales;Description unavailable;https://www.imdb.com/title/tt0285407/;Genre Unknown;8.0;11;1991-01-04;
Sonic Temple;Description unavailable;https://www.imdb.com/title/tt0285406/;Genre Unknown;2.3;24;2001-05-05;
Slap Bang with Ant and Dec;Slap Bang with Ant and Dec is a TV series starring Anthony McPartlin and Declan Donnelly. Ant and Dec bring their cheeky kids TV antics to a prime-time audience.;https://www.imdb.com/title/tt0285405/;Genre Unknown;6.1;13;Unknown;
Sir Graves Ghastly Presents;Sir Graves Ghastly Presents is a TV series starring Lawson J. Deming. A hosted horror movie show with Lawson J. Deming as Sir Graves Ghastly that was screened from 1967 - April 1983.;https://www.imdb.com/title/tt0285404/;['Comedy', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Talk-Show', 'Thriller'];8.3;39;Unknown;
Scrubs;Scrubs is a TV series starring Zach Braff, Donald Faison, and Sarah Chalke. In the unreal world of Sacred Heart Hospital, intern John "J.D." Dorian learns the ways of medicine, friendship and life.;https://www.imdb.com/title/tt0285403/;['Comedy', 'Drama'];8.3;239222;2001-10-02;
Rummel & Rabalder;Rummel & Rabalder is a TV series starring Ivan Mathias Petersson, Jonas Malmsjö, and Petter Lennstrand. Two rat detectives fight crime and their own all too vivid imagination.;https://www.imdb.com/title/tt0285402/;Genre Unknown;7.9;16;1997-08-01;
Nigella Bites;Nigella Bites is a TV series starring Nigella Lawson. Nigella Lawson takes us through amazing dishes in this 5 part series. From quick and easy food to the perfect meal for the family.;https://www.imdb.com/title/tt0285390/;['Documentary', 'Reality-TV'];7.6;124;2001-05-16;
Natureworks;Description unavailable;https://www.imdb.com/title/tt0285389/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
MusicCountry Prime;Description unavailable;https://www.imdb.com/title/tt0285388/;Music;No Rating;Total Rating Count N/A;Unknown;
The Music Shoppe;Description unavailable;https://www.imdb.com/title/tt0285387/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Morris Minor's Marvellous Motors;Description unavailable;https://www.imdb.com/title/tt0285386/;['Comedy', 'Family'];6.2;16;1989-04-08;
Men, Women & Dogs;Men, Women & Dogs is a TV series starring Bill Bellamy, Danny Pino, and Heather Stephens. Four best friends troll for girlfriends for themselves while walking their dogs every day.;https://www.imdb.com/title/tt0285385/;Comedy;6.6;30;2001-10-07;
Medquest;Medquest is a TV series starring Adrian Cohen. Dr. Adrian Cohen takes you inside the mysterious and groundbreaking world of medicine.;https://www.imdb.com/title/tt0285384/;Family;No Rating;Total Rating Count N/A;Unknown;
Maybe It's Me;Maybe It's Me is a TV series starring Julia Sweeney, Reagan Dale Neis, and Patrick Levis. A teenaged girl tries to deal with her idiosyncratic, Luis Buñel-esque family while putting up with the pressures of everyday life, which...;https://www.imdb.com/title/tt0285383/;Comedy;7.5;244;2001-09-14;
Lørdagskommisjonen;Description unavailable;https://www.imdb.com/title/tt0285382/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
The Guardian;The Guardian is a TV series starring Simon Baker, Alan Rosenberg, and Raphael Sbarge. Nick Fallin is a hotshot lawyer working at his father's ultrasuccessful Pittsburgh law firm. Unfortunately, the high life has gotten the best of...;https://www.imdb.com/title/tt0285370/;['Crime', 'Drama'];7.4;4725;2001-09-25;
Gaytime TV;Description unavailable;https://www.imdb.com/title/tt0285369/;Talk-Show;7.2;6;1995-06-29;
Gakkô no kaidan;Gakkô no kaidan is a TV series starring Takako Honda, Kurumi Mamiya, and Tomoko Kawakami. A group of school kids and a cat who fight ghosts.;https://www.imdb.com/title/tt0285368/;['Animation', 'Comedy', 'Horror', 'Mystery'];7.9;1104;2000-10-22;
Fox Family High School Countdown;Description unavailable;https://www.imdb.com/title/tt0285367/;['Family', 'Music'];6.4;5;2001-01-20;
Fly Tales;Fly Tales is a TV series starring Brigitte Lecordier, Clément Révérend, and Marc Saez. An adventure with a ball shaped fly.;https://www.imdb.com/title/tt0285366/;Animation;7.2;171;Unknown;
AMC: Film Preservation Classics;Description unavailable;https://www.imdb.com/title/tt0285365/;Genre Unknown;6.5;6;Unknown;
Father Matthew's Daughter;Description unavailable;https://www.imdb.com/title/tt0285364/;['Comedy', 'Drama'];5.2;6;1987-05-11;
Familie Backeljau;Familie Backeljau is a TV series starring Luk Wyns, Mitta Van der Maat, and Paul Maes. This Flemish sitcom is entirely about the entirely wacky lower-class family Backeljau, which always speaks the most common Antwerp dialect. It...;https://www.imdb.com/title/tt0285363/;Comedy;7.2;248;1994-01-01;
Essence of Emeril;Essence of Emeril is a TV series starring Emeril Lagasse. Emeril's on the set with classic style, bringing Cajun and Creole cuisine from the bayou to the big time.;https://www.imdb.com/title/tt0285362/;Reality-TV;7.2;50;Unknown;
En touto nika;Description unavailable;https://www.imdb.com/title/tt0285361/;['Drama', 'History'];No Rating;Total Rating Count N/A;1973-02-18;
Robin de robot;Description unavailable;https://www.imdb.com/title/tt0285400/;['Family', 'Fantasy', 'Sci-Fi'];No Rating;Total Rating Count N/A;1975-11-05;
Redheap;Description unavailable;https://www.imdb.com/title/tt0285398/;Drama;No Rating;Total Rating Count N/A;1972-10-27;
Raising Dad;Raising Dad is a TV series starring Bob Saget, Kat Dennings, and Brie Larson. A sitcom about a widowed father struggling to separate his professional & personal lives and keeping his sanity while raising two daughters.;https://www.imdb.com/title/tt0285397/;Comedy;5.7;281;2001-09-14;
Le pire des Robins des Bois;Description unavailable;https://www.imdb.com/title/tt0285396/;['Comedy', 'Sport', 'Talk-Show'];7.3;41;Unknown;
Philly;Philly is a TV series starring Kim Delaney, Tom Everett Scott, and Rick Hoffman. A new lawyer tries to maintain her distance from her sometimes guilty clients, but building a good rep threatens to overcome her passion.;https://www.imdb.com/title/tt0285395/;Drama;7.4;369;2001-09-25;
Paradise Seekers;Description unavailable;https://www.imdb.com/title/tt0285394/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
The Paper Man;The Paper Man is a TV mini-series starring Paul Gerard Kennedy, John Bach, and Oliver Tobias. Phillip Cromwell, a young Australian with a head full of ideals and a bag full of borrowed money, makes a bid for a run-down Sydney...;https://www.imdb.com/title/tt0285393/;Drama;7.7;19;1990-09-05;
Outward Bound;Outward Bound is a TV series starring Michael O'Laskey II, Chris Carlberg, and Andrew Eiden. In each location we follow a group of 8 young adults as they learn to work together and help each other survive in the wilderness. Under...;https://www.imdb.com/title/tt0285392/;Genre Unknown;8.0;8;Unknown;
Off Centre;Off Centre is a TV series starring Sean Maguire, Lauren Stamile, and John Cho. A British stud and an American doofus share an apartment in Manhattan.;https://www.imdb.com/title/tt0285391/;Comedy;7.9;1938;2001-10-14;
Lokalzeit spezial: Bergische Täter;Description unavailable;https://www.imdb.com/title/tt0285380/;['Documentary', 'Crime', 'War'];No Rating;Total Rating Count N/A;2001-04-10;
Lebbegem;Description unavailable;https://www.imdb.com/title/tt0285378/;Comedy;No Rating;Total Rating Count N/A;1999-01-09;
Kong: The Animated Series;Kong: The Animated Series is a TV series starring Kirby Morrow, Saffron Henderson, and Daphne Goldrick. When King Kong fell to his tragic death off the Empire State Building, there was a young scientist Dr. Lorna Jenkins who cloned...;https://www.imdb.com/title/tt0285377/;['Animation', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Thriller'];5.9;179;2000-09-09;
Jul i Kapernaum;Jul i Kapernaum is a TV series starring Stefan Ekman, Alicia Lundberg, and Sara Denward. After 2000 years of sleep in the underground, a star is awakened and threatens to destroy the town of Kapernaum. A young orphan girl, Amanda,...;https://www.imdb.com/title/tt0285376/;['Adventure', 'Family', 'Fantasy'];7.2;112;1995-12-01;
Itse valtiaat;Itse valtiaat is a TV series starring Mika Ala-Panula, Heikki Hilander, and Erja Manto. Animated fictional stories starring Finnish politicians.;https://www.imdb.com/title/tt0285375/;['Animation', 'Comedy'];6.5;151;2001-04-14;
The Itch;The Itch is a TV series starring Mike Beaver, Jessica Holmes, and Jason Jones. A news spoof featuring comically bizzare newflashes, an eccentric German film critic, a neurotic and often angry disc jockey, and various celebrities...;https://www.imdb.com/title/tt0285374/;Comedy;2.4;164;Unknown;
I'm Alright Now;Description unavailable;https://www.imdb.com/title/tt0285373/;['Musical', 'Fantasy'];No Rating;Total Rating Count N/A;Unknown;
Hot Off the Grill with Bobby Flay;Description unavailable;https://www.imdb.com/title/tt0285372/;Reality-TV;6.8;13;1998-07-01;
Heathcliff & the Catillac Cats;Heathcliff & the Catillac Cats is a TV series starring Mel Blanc, Danny Mann, and Donna Christie. The misadventures of the feline troublemaker while the Catillac Cats gang have adventures of their own.;https://www.imdb.com/title/tt0285371/;['Animation', 'Short', 'Adventure', 'Comedy', 'Family'];6.6;2534;1984-09-05;
Emney Enterprises;Description unavailable;https://www.imdb.com/title/tt0285360/;Comedy;No Rating;Total Rating Count N/A;1954-06-07;
Emeril;Emeril is a TV series starring Emeril Lagasse, Lisa Ann Walter, and Sherri Shepherd. Viewers are taken behind the scenes of a cooking show starring the animated chef. His dealings with his producer and stage manager provide the yuks.;https://www.imdb.com/title/tt0285359/;Comedy;3.5;114;2001-09-25;
The Ellen Show;The Ellen Show is a TV series starring Ellen DeGeneres, Jim Gaffigan, and Emily Rutherfurd. An Internet executive moves back to her small hometown.;https://www.imdb.com/title/tt0285358/;['Comedy', 'Romance'];6.0;1446;2001-09-24;
Elimidate Deluxe;Description unavailable;https://www.imdb.com/title/tt0285357/;Genre Unknown;1.4;9;2001-10-11;
The Education of Max Bickford;The Education of Max Bickford is a TV series starring Richard Dreyfuss, Marcia Gay Harden, and Eric Ian Goldberg. A history professor teaches at a women's college where his daughter is a student.;https://www.imdb.com/title/tt0285356/;Drama;7.4;234;2001-09-23;
Earth Matters;Description unavailable;https://www.imdb.com/title/tt0285355/;Documentary;No Rating;Total Rating Count N/A;2000-01-09;
